metric,measure,year,location,cause,val,upper,lower,,,,,,
Rate,Deaths,2021,Islamic Republic of Iran,Interpersonal violence,2.436207447498767,2.733361229703076,2.0757450417503875,,,,,,
Rate,Deaths,2010,Islamic Republic of Iran,Conflict and terrorism,0.3221118833158818,0.3407837586205183,0.3048204048522765,,,,,,
Rate,Deaths,2021,Islamic Republic of Iran,Police conflict and executions,0.7641604728305615,1.011815212275831,0.6293692177189698,,,,,,
Rate,Deaths,2008,Islamic Republic of Iran,Conflict and terrorism,0.3293355409077282,0.3930847974778662,0.2807399379217794,,,,,,
Rate,Deaths,2019,Islamic Republic of Iran,Interpersonal violence,2.696420314788248,2.9865525834659366,2.3493993343933135,,,,,,
Rate,Deaths,2019,Islamic Republic of Iran,Police conflict and executions,0.42329800934763456,0.6587861845129747,0.277035372,,,,,,
Rate,Deaths,2012,Islamic Republic of Iran,Conflict and terrorism,0.039200066,0.040907319519863955,0.037611926,,,,,,
Rate,Deaths,2002,Islamic Republic of Iran,Interpersonal violence,2.5210521378077253,2.704171172110673,2.373683467892074,,,,,,
Rate,Deaths,2014,Islamic Republic of Iran,Conflict and terrorism,0.040115973,0.043477334,0.037041502,,,,,,
Rate,Deaths,2002,Islamic Republic of Iran,Police conflict and executions,0.5449421349384367,0.7800666299369418,0.44367954517149205,,,,,,
Rate,Deaths,2016,Islamic Republic of Iran,Conflict and terrorism,0.23121659259250596,0.25426308231557715,0.2102683714074703,,,,,,
Rate,Deaths,2013,Islamic Republic of Iran,Conflict and terrorism,0.08381081,0.094046439,0.075192332,,,,,,
Rate,Deaths,2020,Islamic Republic of Iran,Interpersonal violence,2.4873590555285325,2.7718930156136876,2.1664693238362336,,,,,,
Rate,Deaths,1996,Islamic Republic of Iran,Interpersonal violence,2.415630699502219,2.6793277606369723,2.1674783912728466,,,,,,
Rate,Deaths,2011,Islamic Republic of Iran,Conflict and terrorism,0.12600203949210803,0.13070173506074112,0.12158991153288319,,,,,,
Rate,Deaths,2020,Islamic Republic of Iran,Police conflict and executions,0.6863203158765915,0.9321910006284617,0.5513642022518893,,,,,,
Rate,Deaths,1996,Islamic Republic of Iran,Police conflict and executions,0.6797194266690094,0.8875864958183864,0.5740528096032775,,,,,,
Rate,Deaths,1993,Islamic Republic of Iran,Interpersonal violence,2.414647164764727,2.684334834,2.1237550838697827,,,,,,
Rate,Deaths,2015,Islamic Republic of Iran,Conflict and terrorism,0.16574116447105264,0.18907705701982583,0.1452862341958984,,,,,,
Rate,Deaths,1993,Islamic Republic of Iran,Police conflict and executions,0.8507474166664246,1.0330137019760437,0.7490869177748927,,,,,,
Rate,Deaths,2017,Islamic Republic of Iran,Conflict and terrorism,0.15948386674145643,0.17166596170369333,0.14845894379963087,,,,,,
Rate,Deaths,2018,Islamic Republic of Iran,Conflict and terrorism,0.18914513156088616,0.2306380377525032,0.15612506223579417,,,,,,
Rate,Deaths,2021,Islamic Republic of Iran,Conflict and terrorism,0.19943056275751442,0.24179098291064452,0.16385400397771133,,,,,,
Rate,Deaths,2019,Islamic Republic of Iran,Conflict and terrorism,0.1747350622059182,0.27055312914788004,0.12729735044755122,,,,,,
Rate,Deaths,2002,Islamic Republic of Iran,Conflict and terrorism,0.3589379896132371,0.3947150962477088,0.3264182110202631,,,,,,
Rate,Deaths,2020,Islamic Republic of Iran,Conflict and terrorism,0.367963957,0.41260748577910744,0.32797425210672904,,,,,,
Rate,Deaths,1996,Islamic Republic of Iran,Conflict and terrorism,0.4216015824971778,0.46362467620903763,0.3834044829590966,,,,,,
Rate,Deaths,1993,Islamic Republic of Iran,Conflict and terrorism,0.7507253385457204,0.8255538082746867,0.6827096297043462,,,,,,
Rate,Deaths,1982,Kingdom of Norway,Interpersonal violence,1.281942657735298,1.3173471892763755,1.2470641069532427,,,,,,
Rate,Deaths,1980,Kingdom of Norway,Police conflict and executions,0.000584365,0.000749742,0.000495564,,,,,,
Rate,Deaths,1980,Kingdom of Norway,Interpersonal violence,1.3643893092805286,1.3983767484563474,1.3259266927792595,,,,,,
Rate,Deaths,1982,Kingdom of Norway,Police conflict and executions,0.00055028,0.000682083,0.0004719,,,,,,
Rate,Deaths,1980,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1982,Kingdom of Norway,Conflict and terrorism,0.048564956659536036,0.053405664,0.044164972,,,,,,
Rate,Deaths,1983,Kingdom of Norway,Police conflict and executions,0.000491915,0.000602493,0.000422161,,,,,,
Rate,Deaths,1983,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1981,Kingdom of Norway,Police conflict and executions,0.000554455,0.000704614,0.000472891,,,,,,
Rate,Deaths,1984,Kingdom of Norway,Police conflict and executions,0.000403119,0.000489285,0.000345959,,,,,,
Rate,Deaths,1981,Kingdom of Norway,Conflict and terrorism,0.024361668,0.026789915,0.022154501321058045,,,,,,
Rate,Deaths,1984,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1983,Kingdom of Norway,Interpersonal violence,1.324331448155098,1.360298719514913,1.2881732610198982,,,,,,
Rate,Deaths,1985,Kingdom of Norway,Police conflict and executions,0.000247263,0.000299981,0.00021208,,,,,,
Rate,Deaths,1981,Kingdom of Norway,Interpersonal violence,1.4143932645388748,1.4545153608118915,1.3757484764488142,,,,,,
Rate,Deaths,1984,Kingdom of Norway,Interpersonal violence,1.267119300110248,1.302768434458377,1.234248928872824,,,,,,
Rate,Deaths,1986,Kingdom of Norway,Police conflict and executions,0.000137387,0.000168729,0.000116416,,,,,,
Rate,Deaths,1987,Kingdom of Norway,Police conflict and executions,9.107733597472262e-05,0.000115037,7.757203738871103e-05,,,,,,
Rate,Deaths,1986,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1985,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1988,Kingdom of Norway,Police conflict and executions,7.80945474863579e-05,0.000100223,6.649247557647197e-05,,,,,,
Rate,Deaths,1991,Kingdom of Norway,Police conflict and executions,6.143044507171574e-05,7.916343730590164e-05,5.272714647305151e-05,,,,,,
Rate,Deaths,1991,Kingdom of Norway,Conflict and terrorism,0.023442133235483397,0.025778725417907697,0.021318276,,,,,,
Rate,Deaths,1989,Kingdom of Norway,Police conflict and executions,7.221626204724838e-05,9.3496122266115e-05,6.174467872709669e-05,,,,,,
Rate,Deaths,1988,Kingdom of Norway,Conflict and terrorism,0.023788233691570047,0.026159323400815067,0.021633019935563522,,,,,,
Rate,Deaths,1990,Kingdom of Norway,Police conflict and executions,6.633032046429629e-05,8.607089382983811e-05,5.6621333646341274e-05,,,,,,
Rate,Deaths,1987,Kingdom of Norway,Conflict and terrorism,0.023898775744569344,0.026280884,0.021733546879566887,,,,,,
Rate,Deaths,1990,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1985,Kingdom of Norway,Interpersonal violence,1.222082302774138,1.2543828767156684,1.1886935497307316,,,,,,
Rate,Deaths,1989,Kingdom of Norway,Conflict and terrorism,0.023668380644612155,0.026027524,0.021524025573569465,,,,,,
Rate,Deaths,1994,Kingdom of Norway,Police conflict and executions,6.927619677248861e-05,8.741553108322052e-05,5.915033265516114e-05,,,,,,
Rate,Deaths,1992,Kingdom of Norway,Police conflict and executions,6.044179040030105e-05,7.926721799481085e-05,5.188866709051493e-05,,,,,,
Rate,Deaths,1994,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1992,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1987,Kingdom of Norway,Interpersonal violence,1.4515352438372977,1.4851377177143092,1.414505753002415,,,,,,
Rate,Deaths,1986,Kingdom of Norway,Interpersonal violence,1.512585386279609,1.5496289091813065,1.4747608070360727,,,,,,
Rate,Deaths,1997,Kingdom of Norway,Police conflict and executions,0.00010997,0.000140835,9.26801768861223e-05,,,,,,
Rate,Deaths,1995,Kingdom of Norway,Police conflict and executions,8.020337495634072e-05,0.000101466,6.83441485080933e-05,,,,,,
Rate,Deaths,1998,Kingdom of Norway,Police conflict and executions,0.000112726,0.000141216,9.577681519250601e-05,,,,,,
Rate,Deaths,1999,Kingdom of Norway,Police conflict and executions,0.00012106,0.000149971,0.0001024,,,,,,
Rate,Deaths,1989,Kingdom of Norway,Interpersonal violence,1.3784069119651408,1.414625038215438,1.347322847050085,,,,,,
Rate,Deaths,1997,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2000,Kingdom of Norway,Police conflict and executions,0.000133435,0.000164634,0.000112263,,,,,,
Rate,Deaths,2000,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1995,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1991,Kingdom of Norway,Interpersonal violence,1.4622738300128308,1.5012079592249692,1.427498087434247,,,,,,
Rate,Deaths,1998,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1999,Kingdom of Norway,Conflict and terrorism,0.022455131,0.024693344180514862,0.020420696619246857,,,,,,
Rate,Deaths,2001,Kingdom of Norway,Police conflict and executions,0.000122028,0.000150241,0.000101427,,,,,,
Rate,Deaths,2003,Kingdom of Norway,Police conflict and executions,0.000126537,0.000157633,0.000104551,,,,,,
Rate,Deaths,2001,Kingdom of Norway,Conflict and terrorism,0.022196752328638263,0.024409211299215187,0.020185726769632418,,,,,,
Rate,Deaths,2003,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1988,Kingdom of Norway,Interpersonal violence,1.3448346851908075,1.378844514050857,1.3112475084029136,,,,,,
Rate,Deaths,1990,Kingdom of Norway,Interpersonal violence,1.3456366618789102,1.3812726367643158,1.3138232963409169,,,,,,
Rate,Deaths,2004,Kingdom of Norway,Police conflict and executions,0.000122993,0.000156684,0.000101637,,,,,,
Rate,Deaths,2004,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2005,Kingdom of Norway,Police conflict and executions,0.000127379,0.000161732,0.000105951,,,,,,
Rate,Deaths,2005,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1992,Kingdom of Norway,Interpersonal violence,1.3041052930162784,1.3397303765180577,1.2733212627552843,,,,,,
Rate,Deaths,1994,Kingdom of Norway,Interpersonal violence,1.0269176022906146,1.0544250458455766,1.002627738035934,,,,,,
Rate,Deaths,2006,Kingdom of Norway,Police conflict and executions,0.000133257,0.000167704,0.000111987,,,,,,
Rate,Deaths,2006,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2007,Kingdom of Norway,Police conflict and executions,0.000143445,0.000175474,0.000120403,,,,,,
Rate,Deaths,2007,Kingdom of Norway,Conflict and terrorism,0.021296217,0.023418915,0.019366780065315704,,,,,,
Rate,Deaths,1997,Kingdom of Norway,Interpersonal violence,1.1581930642909881,1.1886946110398502,1.1288667114899356,,,,,,
Rate,Deaths,2008,Kingdom of Norway,Police conflict and executions,0.000159621,0.00019359,0.000133311,,,,,,
Rate,Deaths,2008,Kingdom of Norway,Conflict and terrorism,0.021068017,0.023167969594420926,0.019159255016780015,,,,,,
Rate,Deaths,1995,Kingdom of Norway,Interpersonal violence,1.1427588804651863,1.1742004257202034,1.1138230317380575,,,,,,
Rate,Deaths,1999,Kingdom of Norway,Interpersonal violence,1.0378764600874875,1.0654689724879984,1.0080542707905256,,,,,,
Rate,Deaths,2009,Kingdom of Norway,Police conflict and executions,0.000185391,0.000228789,0.000155903,,,,,,
Rate,Deaths,1998,Kingdom of Norway,Interpersonal violence,1.0803090639726012,1.1103721405998936,1.0496024138183953,,,,,,
Rate,Deaths,2009,Kingdom of Norway,Conflict and terrorism,0.020817365260837717,0.022892333969466924,0.018931312157623524,,,,,,
Rate,Deaths,2010,Kingdom of Norway,Police conflict and executions,0.000220012,0.000274904,0.000182219,,,,,,
Rate,Deaths,2010,Kingdom of Norway,Conflict and terrorism,0.10278502418240214,0.1130301107349931,0.093472702,,,,,,
Rate,Deaths,2001,Kingdom of Norway,Interpersonal violence,0.944263998,0.9744440239728209,0.9180754502286963,,,,,,
Rate,Deaths,2000,Kingdom of Norway,Interpersonal violence,1.1654421236799641,1.1996234480139822,1.1320530309264254,,,,,,
Rate,Deaths,2011,Kingdom of Norway,Police conflict and executions,0.000380319,0.000482371,0.000305244,,,,,,
Rate,Deaths,2011,Kingdom of Norway,Conflict and terrorism,1.583219071559422,1.5852358028315023,1.5813753752978845,,,,,,
Rate,Deaths,2012,Kingdom of Norway,Police conflict and executions,0.000277039,0.000348724,0.000225317,,,,,,
Rate,Deaths,2012,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2003,Kingdom of Norway,Interpersonal violence,1.0629697241691591,1.0970972307920372,1.0335239328921721,,,,,,
Rate,Deaths,2013,Kingdom of Norway,Police conflict and executions,0.000255278,0.000318033,0.000211055,,,,,,
Rate,Deaths,2013,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2005,Kingdom of Norway,Interpersonal violence,0.7975429639408287,0.8205658342341142,0.7755750695404716,,,,,,
Rate,Deaths,2014,Kingdom of Norway,Police conflict and executions,0.000282609,0.000371231,0.000226537,,,,,,
Rate,Deaths,2014,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2015,Kingdom of Norway,Police conflict and executions,0.000390262,0.000517598,0.000309786,,,,,,
Rate,Deaths,2015,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2007,Kingdom of Norway,Interpersonal violence,0.7581911624677392,0.7787575916516593,0.7364116809349092,,,,,,
Rate,Deaths,2004,Kingdom of Norway,Interpersonal violence,0.9207601992040445,0.9483028442810942,0.8931941671741346,,,,,,
Rate,Deaths,2016,Kingdom of Norway,Police conflict and executions,0.000267769,0.000346053,0.000218093,,,,,,
Rate,Deaths,2016,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2017,Kingdom of Norway,Police conflict and executions,0.000236183,0.000308331,0.000191471,,,,,,
Rate,Deaths,2008,Kingdom of Norway,Interpersonal violence,0.6803643639573106,0.699010631,0.6611543440683305,,,,,,
Rate,Deaths,2006,Kingdom of Norway,Interpersonal violence,0.8930835559786591,0.9197914245892903,0.8683827264288527,,,,,,
Rate,Deaths,2017,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2018,Kingdom of Norway,Police conflict and executions,0.000277369,0.000380607,0.000220861,,,,,,
Rate,Deaths,2010,Kingdom of Norway,Interpersonal violence,0.7155661843928576,0.7366874778298824,0.6963328695247384,,,,,,
Rate,Deaths,2009,Kingdom of Norway,Interpersonal violence,0.7091922504660952,0.7283517699187614,0.6893654579022047,,,,,,
Rate,Deaths,2021,Kingdom of Norway,Police conflict and executions,0.000439705,0.000693583,0.000316888,,,,,,
Rate,Deaths,2018,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2021,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2019,Kingdom of Norway,Police conflict and executions,0.000553645,0.00082183,0.000410221,,,,,,
Rate,Deaths,2012,Kingdom of Norway,Interpersonal violence,0.763724306,0.7833805205857023,0.7408266100467169,,,,,,
Rate,Deaths,2019,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1996,Kingdom of Norway,Police conflict and executions,9.23675256411292e-05,0.000117554,7.843007699701822e-05,,,,,,
Rate,Deaths,1996,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2014,Kingdom of Norway,Interpersonal violence,0.7006906588475367,0.7211983016907876,0.6799054867520773,,,,,,
Rate,Deaths,2013,Kingdom of Norway,Interpersonal violence,0.88614533,0.910687952,0.8614330884444141,,,,,,
Rate,Deaths,2002,Kingdom of Norway,Police conflict and executions,0.000132089,0.000161984,0.000110707,,,,,,
Rate,Deaths,2011,Kingdom of Norway,Interpersonal violence,0.8157418054942077,0.8397055098603102,0.7918468468152577,,,,,,
Rate,Deaths,2002,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1993,Kingdom of Norway,Police conflict and executions,6.250481376870796e-05,7.968640343305017e-05,5.4081272800466474e-05,,,,,,
Rate,Deaths,2015,Kingdom of Norway,Interpersonal violence,0.5336394843127283,0.5489775969793474,0.517017933,,,,,,
Rate,Deaths,2020,Kingdom of Norway,Police conflict and executions,0.037649411,0.04144195,0.034331219,,,,,,
Rate,Deaths,2017,Kingdom of Norway,Interpersonal violence,0.5133753387821753,0.5280127659835124,0.49636641850534974,,,,,,
Rate,Deaths,1993,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2020,Kingdom of Norway,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2016,Kingdom of Norway,Interpersonal violence,0.5769974873121546,0.5937941433248685,0.560948171,,,,,,
Rate,Deaths,2021,Kingdom of Norway,Interpersonal violence,0.4468289819669466,0.464630756,0.4281299335664426,,,,,,
Rate,Deaths,2018,Kingdom of Norway,Interpersonal violence,0.46878915470161303,0.4837734328267746,0.4538347632877705,,,,,,
Rate,Deaths,2019,Kingdom of Norway,Interpersonal violence,0.4721520699856231,0.4870087805518562,0.45708974871205305,,,,,,
Rate,Deaths,2002,Kingdom of Norway,Interpersonal violence,1.0114070137574207,1.0403072263931947,0.985790299,,,,,,
Rate,Deaths,1993,Kingdom of Norway,Interpersonal violence,1.115798511218269,1.1465633942551516,1.0879134082827584,,,,,,
Rate,Deaths,1996,Kingdom of Norway,Interpersonal violence,1.1525122702896191,1.1848751793768886,1.1236131088998689,,,,,,
Rate,Deaths,2020,Kingdom of Norway,Interpersonal violence,0.4679149852339537,0.4846233562657005,0.45167193368602476,,,,,,
Rate,Deaths,1982,New Zealand,Police conflict and executions,0.000449679,0.000745552,0.000278264,,,,,,
Rate,Deaths,1982,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1980,New Zealand,Police conflict and executions,0.000173595,0.000311876,0.000101902,,,,,,
Rate,Deaths,1980,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1982,New Zealand,Interpersonal violence,1.456659296585508,1.5156906886076393,1.396761145532672,,,,,,
Rate,Deaths,1980,New Zealand,Interpersonal violence,1.4497785995889156,1.519000399758528,1.3874686190240066,,,,,,
Rate,Deaths,1981,New Zealand,Interpersonal violence,1.489427095174288,1.554439132406961,1.4312417448062351,,,,,,
Rate,Deaths,1983,New Zealand,Interpersonal violence,1.6585350300374742,1.7248687079926592,1.585265127248944,,,,,,
Rate,Deaths,1983,New Zealand,Police conflict and executions,0.001151824,0.001831772,0.000716965,,,,,,
Rate,Deaths,1983,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1981,New Zealand,Police conflict and executions,0.000250023,0.000431807,0.000151174,,,,,,
Rate,Deaths,1981,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1985,New Zealand,Interpersonal violence,2.169337197397218,2.2609265883597294,2.0807738937366618,,,,,,
Rate,Deaths,1987,New Zealand,Interpersonal violence,2.302953747552629,2.3981665228569704,2.2052357817420916,,,,,,
Rate,Deaths,1984,New Zealand,Interpersonal violence,1.613953440814003,1.6823991349670957,1.5446307242910826,,,,,,
Rate,Deaths,1989,New Zealand,Interpersonal violence,2.4157602636579556,2.5272877705871353,2.3163739647760018,,,,,,
Rate,Deaths,1986,New Zealand,Interpersonal violence,2.385758357632999,2.4848545095314063,2.2798006727896913,,,,,,
Rate,Deaths,1990,New Zealand,Interpersonal violence,2.470118115764873,2.5648120079235928,2.3801104719795823,,,,,,
Rate,Deaths,1988,New Zealand,Interpersonal violence,2.1872349142044025,2.275974001728237,2.1048844762764576,,,,,,
Rate,Deaths,1987,New Zealand,Police conflict and executions,0.000461784,0.000677489,0.000303355,,,,,,
Rate,Deaths,1987,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1992,New Zealand,Interpersonal violence,2.338280803530908,2.4239587252039794,2.2573093405135203,,,,,,
Rate,Deaths,1994,New Zealand,Interpersonal violence,2.004346615529426,2.0689717011078597,1.9429059345802906,,,,,,
Rate,Deaths,1991,New Zealand,Interpersonal violence,2.3060676264476307,2.3951348268110833,2.219707050282724,,,,,,
Rate,Deaths,1985,New Zealand,Police conflict and executions,0.00112394,0.001715808,0.000720103,,,,,,
Rate,Deaths,1985,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1997,New Zealand,Interpersonal violence,1.8205435961851983,1.8785535220327463,1.7598422442458317,,,,,,
Rate,Deaths,1995,New Zealand,Interpersonal violence,2.043641138708847,2.1106288039042487,1.9770471464020645,,,,,,
Rate,Deaths,1984,New Zealand,Police conflict and executions,0.000892739,0.001395669,0.00057167,,,,,,
Rate,Deaths,1998,New Zealand,Interpersonal violence,1.6456970730775151,1.6981919153513991,1.5931419829136046,,,,,,
Rate,Deaths,1984,New Zealand,Conflict and terrorism,0.030394616653411248,0.033424197,0.027640864661173537,,,,,,
Rate,Deaths,1999,New Zealand,Interpersonal violence,1.5440532537543354,1.5998369108729027,1.4924191385224437,,,,,,
Rate,Deaths,1986,New Zealand,Police conflict and executions,0.000643729,0.000964634,0.000423099,,,,,,
Rate,Deaths,1986,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1989,New Zealand,Police conflict and executions,0.000553179,0.0008472,0.000362363,,,,,,
Rate,Deaths,1989,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2000,New Zealand,Interpersonal violence,1.6886444835784522,1.747212666388185,1.6340588880376052,,,,,,
Rate,Deaths,1988,New Zealand,Police conflict and executions,0.000416537,0.000642031,0.000276294,,,,,,
Rate,Deaths,1988,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2001,New Zealand,Interpersonal violence,1.670534089885536,1.730297815006075,1.6094703364387555,,,,,,
Rate,Deaths,1990,New Zealand,Police conflict and executions,0.001065712,0.0016297,0.000709083,,,,,,
Rate,Deaths,1990,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2003,New Zealand,Interpersonal violence,1.6619649537009067,1.7197175252505974,1.6066447631987693,,,,,,
Rate,Deaths,2004,New Zealand,Interpersonal violence,1.5380653544625669,1.5923003897202277,1.4879010286199317,,,,,,
Rate,Deaths,1991,New Zealand,Police conflict and executions,0.000768746,0.001235222,0.00052257,,,,,,
Rate,Deaths,1991,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2005,New Zealand,Interpersonal violence,1.7685075131764048,1.8265194448177682,1.711237955533847,,,,,,
Rate,Deaths,1992,New Zealand,Police conflict and executions,0.00084309,0.001351146,0.000571619,,,,,,
Rate,Deaths,1992,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1994,New Zealand,Police conflict and executions,0.003596002,0.005544905,0.002352997,,,,,,
Rate,Deaths,1994,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2006,New Zealand,Interpersonal violence,1.6778276597816768,1.732116271263551,1.6226483210294602,,,,,,
Rate,Deaths,2007,New Zealand,Interpersonal violence,1.549540065,1.5989246167363769,1.4977809270086826,,,,,,
Rate,Deaths,1997,New Zealand,Police conflict and executions,0.001201653,0.00177522,0.000809123,,,,,,
Rate,Deaths,1997,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2008,New Zealand,Interpersonal violence,1.5576812598868186,1.6093213236977602,1.5026595794671203,,,,,,
Rate,Deaths,1999,New Zealand,Police conflict and executions,0.002783943,0.004071765,0.001936161,,,,,,
Rate,Deaths,1999,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1995,New Zealand,Police conflict and executions,0.003360811,0.005133103,0.002218234,,,,,,
Rate,Deaths,1995,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2009,New Zealand,Interpersonal violence,1.7389309720943176,1.794175892456725,1.6785842791445207,,,,,,
Rate,Deaths,2010,New Zealand,Interpersonal violence,1.4871701685188219,1.5333877826586775,1.4383275328339387,,,,,,
Rate,Deaths,1998,New Zealand,Police conflict and executions,0.001367561,0.001988434,0.000950359,,,,,,
Rate,Deaths,1998,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2011,New Zealand,Interpersonal violence,1.4188385708870885,1.465643118273684,1.3722817367406344,,,,,,
Rate,Deaths,2012,New Zealand,Interpersonal violence,1.3896723685283712,1.4330322623225635,1.342933588576995,,,,,,
Rate,Deaths,2000,New Zealand,Police conflict and executions,0.003200558,0.004674434,0.002224428,,,,,,
Rate,Deaths,2000,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2003,New Zealand,Police conflict and executions,0.000895046,0.001272013,0.000643861,,,,,,
Rate,Deaths,2003,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2013,New Zealand,Interpersonal violence,1.3671674788340402,1.4118874230530634,1.3178452236874614,,,,,,
Rate,Deaths,2005,New Zealand,Police conflict and executions,0.001300978,0.001906818,0.000918192,,,,,,
Rate,Deaths,2005,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2004,New Zealand,Police conflict and executions,0.001421883,0.002047582,0.001005158,,,,,,
Rate,Deaths,2004,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2014,New Zealand,Interpersonal violence,1.2268642428826038,1.2686480912961322,1.1824308044150715,,,,,,
Rate,Deaths,2001,New Zealand,Police conflict and executions,0.002333836,0.003416585,0.001634518,,,,,,
Rate,Deaths,2001,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2015,New Zealand,Interpersonal violence,1.2977675389872605,1.344465028,1.2546673085114715,,,,,,
Rate,Deaths,2016,New Zealand,Interpersonal violence,1.2761149832856513,1.3219647752937194,1.2332504452986992,,,,,,
Rate,Deaths,2006,New Zealand,Police conflict and executions,0.002277244,0.003345407,0.001597891,,,,,,
Rate,Deaths,2006,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2017,New Zealand,Interpersonal violence,1.0403716605039217,1.0763909034464407,1.0052716926736616,,,,,,
Rate,Deaths,2008,New Zealand,Police conflict and executions,0.001732254,0.002474554,0.001250966,,,,,,
Rate,Deaths,2008,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2018,New Zealand,Interpersonal violence,1.0280884569427378,1.0665132272259834,0.9914409804240154,,,,,,
Rate,Deaths,2007,New Zealand,Police conflict and executions,0.002528569,0.003627871,0.001759134,,,,,,
Rate,Deaths,2019,New Zealand,Interpersonal violence,1.038662367511436,1.0789343528239073,0.9978416978169456,,,,,,
Rate,Deaths,2007,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2010,New Zealand,Police conflict and executions,0.001722269,0.00256435,0.001235014,,,,,,
Rate,Deaths,2021,New Zealand,Interpersonal violence,0.969430285,1.007653079583195,0.9300972228517107,,,,,,
Rate,Deaths,2010,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2009,New Zealand,Police conflict and executions,0.002324457,0.003419809,0.001651732,,,,,,
Rate,Deaths,2009,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2012,New Zealand,Police conflict and executions,0.002006368,0.002977327,0.00139207,,,,,,
Rate,Deaths,2012,New Zealand,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2011,New Zealand,Police conflict and executions,0.002592295,0.003893432,0.001815455,,,,,,
