Entity,Code,Year,Fertility rate - Sex: all - Age: all - Variant: estimates,Fertility rate - Sex: all - Age: all - Variant: medium
Norway,NOR,2055,,1.508
Norway,NOR,2056,,1.508
Norway,NOR,2057,,1.509
Norway,NOR,2058,,1.51
Norway,NOR,2059,,1.511
Norway,NOR,2060,,1.513
Norway,NOR,2061,,1.513
Norway,NOR,2062,,1.514
Norway,NOR,2063,,1.516
Norway,NOR,2064,,1.518
Norway,NOR,2065,,1.52
Norway,NOR,2066,,1.52
Norway,NOR,2067,,1.521
Norway,NOR,2068,,1.521
Norway,NOR,2069,,1.524
Norway,NOR,2070,,1.526
Norway,NOR,2071,,1.528
Norway,NOR,2072,,1.528
Norway,NOR,2073,,1.529
Norway,NOR,2074,,1.529
Norway,NOR,2075,,1.53
Norway,NOR,2076,,1.531
Norway,NOR,2077,,1.534
Norway,NOR,2078,,1.533
Norway,NOR,2079,,1.533
Norway,NOR,2080,,1.536
Norway,NOR,2081,,1.536
Norway,NOR,2082,,1.538
Norway,NOR,2083,,1.539
Norway,NOR,2084,,1.543
Norway,NOR,2085,,1.545
Norway,NOR,2086,,1.546
Norway,NOR,2087,,1.544
Norway,NOR,2088,,1.546
Norway,NOR,2089,,1.547
Norway,NOR,2090,,1.548
Norway,NOR,2091,,1.549
Norway,NOR,2092,,1.55
Norway,NOR,2093,,1.55
Norway,NOR,2094,,1.55
Norway,NOR,2095,,1.552
Norway,NOR,2096,,1.552
Norway,NOR,2097,,1.552
Norway,NOR,2098,,1.552
Norway,NOR,2099,,1.551
Norway,NOR,2100,,1.551
Panama,PAN,1950,5.568,
Panama,PAN,1951,5.615,
Panama,PAN,1952,5.667,
Panama,PAN,1953,5.718,
Panama,PAN,1954,5.725,
Panama,PAN,1955,5.734,
Panama,PAN,1956,5.745,
Panama,PAN,1957,5.757,
Panama,PAN,1958,5.763,
Panama,PAN,1959,5.794,
Panama,PAN,1960,5.829,
Panama,PAN,1961,5.865,
Panama,PAN,1962,5.872,
Panama,PAN,1963,5.865,
Panama,PAN,1964,5.808,
Panama,PAN,1965,5.728,
Panama,PAN,1966,5.649,
Panama,PAN,1967,5.534,
Panama,PAN,1968,5.411,
Panama,PAN,1969,5.287,
Panama,PAN,1970,5.175,
Panama,PAN,1971,5.054,
Panama,PAN,1972,4.908,
Panama,PAN,1973,4.741,
Panama,PAN,1974,4.576,
Panama,PAN,1975,4.414,
Panama,PAN,1976,4.264,
Panama,PAN,1977,4.118,
Panama,PAN,1978,3.984,
Panama,PAN,1979,3.884,
Panama,PAN,1980,3.796,
Panama,PAN,1981,3.723,
Panama,PAN,1982,3.659,
Panama,PAN,1983,3.601,
Panama,PAN,1984,3.519,
Panama,PAN,1985,3.427,
Panama,PAN,1986,3.339,
Panama,PAN,1987,3.251,
Panama,PAN,1988,3.173,
Panama,PAN,1989,3.121,
Panama,PAN,1990,3.072,
Panama,PAN,1991,2.999,
Panama,PAN,1992,2.95,
Panama,PAN,1993,2.909,
Panama,PAN,1994,2.877,
Panama,PAN,1995,2.852,
Panama,PAN,1996,2.83,
Panama,PAN,1997,2.81,
Panama,PAN,1998,2.789,
Panama,PAN,1999,2.767,
Panama,PAN,2000,2.744,
Panama,PAN,2001,2.72,
Panama,PAN,2002,2.698,
Panama,PAN,2003,2.679,
Panama,PAN,2004,2.68,
Panama,PAN,2005,2.643,
Panama,PAN,2006,2.62,
Panama,PAN,2007,2.612,
Panama,PAN,2008,2.608,
Panama,PAN,2009,2.593,
Panama,PAN,2010,2.587,
Panama,PAN,2011,2.604,
Panama,PAN,2012,2.591,
Panama,PAN,2013,2.569,
Panama,PAN,2014,2.552,
Panama,PAN,2015,2.53,
Panama,PAN,2016,2.502,
Panama,PAN,2017,2.462,
Panama,PAN,2018,2.402,
Panama,PAN,2019,2.288,
Panama,PAN,2020,2.184,
Panama,PAN,2021,2.152,
Panama,PAN,2022,2.139,
Panama,PAN,2023,2.119,
Panama,PAN,2024,,2.106
Panama,PAN,2025,,2.089
Panama,PAN,2026,,2.073
Panama,PAN,2027,,2.057
Panama,PAN,2028,,2.041
Panama,PAN,2029,,2.023
Panama,PAN,2030,,2.008
Panama,PAN,2031,,1.996
Panama,PAN,2032,,1.986
Panama,PAN,2033,,1.973
Panama,PAN,2034,,1.962
Panama,PAN,2035,,1.953
Panama,PAN,2036,,1.946
Panama,PAN,2037,,1.94
Panama,PAN,2038,,1.932
Panama,PAN,2039,,1.923
Panama,PAN,2040,,1.915
Panama,PAN,2041,,1.908
Panama,PAN,2042,,1.899
Panama,PAN,2043,,1.893
Panama,PAN,2044,,1.887
Panama,PAN,2045,,1.881
Panama,PAN,2046,,1.877
Panama,PAN,2047,,1.869
Panama,PAN,2048,,1.866
Panama,PAN,2049,,1.861
Panama,PAN,2050,,1.855
Panama,PAN,2051,,1.848
Panama,PAN,2052,,1.841
Panama,PAN,2053,,1.837
Panama,PAN,2054,,1.833
Panama,PAN,2055,,1.829
Panama,PAN,2056,,1.827
Panama,PAN,2057,,1.824
Panama,PAN,2058,,1.821
Panama,PAN,2059,,1.818
Panama,PAN,2060,,1.814
Panama,PAN,2061,,1.812
Panama,PAN,2062,,1.808
Panama,PAN,2063,,1.807
Panama,PAN,2064,,1.803
Panama,PAN,2065,,1.799
Panama,PAN,2066,,1.8
Panama,PAN,2067,,1.799
Panama,PAN,2068,,1.796
Panama,PAN,2069,,1.794
Panama,PAN,2070,,1.791
Panama,PAN,2071,,1.788
Panama,PAN,2072,,1.787
Panama,PAN,2073,,1.785
Panama,PAN,2074,,1.78
Panama,PAN,2075,,1.778
Panama,PAN,2076,,1.772
Panama,PAN,2077,,1.771
Panama,PAN,2078,,1.767
Panama,PAN,2079,,1.767
Panama,PAN,2080,,1.765
Panama,PAN,2081,,1.762
Panama,PAN,2082,,1.759
Panama,PAN,2083,,1.757
Panama,PAN,2084,,1.754
Panama,PAN,2085,,1.752
Panama,PAN,2086,,1.751
Panama,PAN,2087,,1.75
Panama,PAN,2088,,1.749
Panama,PAN,2089,,1.747
Panama,PAN,2090,,1.745
Panama,PAN,2091,,1.744
Panama,PAN,2092,,1.743
Panama,PAN,2093,,1.741
Panama,PAN,2094,,1.741
Panama,PAN,2095,,1.741
Panama,PAN,2096,,1.739
Panama,PAN,2097,,1.738
Panama,PAN,2098,,1.736
Panama,PAN,2099,,1.736
Panama,PAN,2100,,1.735
South Korea,KOR,1950,6.063,
South Korea,KOR,1951,6.089,
South Korea,KOR,1952,6.122,
South Korea,KOR,1953,6.171,
South Korea,KOR,1954,6.174,
South Korea,KOR,1955,6.169,
South Korea,KOR,1956,6.175,
South Korea,KOR,1957,6.178,
South Korea,KOR,1958,6.152,
South Korea,KOR,1959,6.096,
South Korea,KOR,1960,5.994,
South Korea,KOR,1961,5.803,
South Korea,KOR,1962,5.562,
South Korea,KOR,1963,5.334,
South Korea,KOR,1964,5.068,
South Korea,KOR,1965,4.887,
South Korea,KOR,1966,4.782,
South Korea,KOR,1967,4.615,
South Korea,KOR,1968,4.51,
South Korea,KOR,1969,4.447,
South Korea,KOR,1970,4.459,
South Korea,KOR,1971,4.259,
South Korea,KOR,1972,4.02,
South Korea,KOR,1973,3.803,
South Korea,KOR,1974,3.555,
South Korea,KOR,1975,3.313,
South Korea,KOR,1976,3.119,
South Korea,KOR,1977,2.954,
South Korea,KOR,1978,2.699,
South Korea,KOR,1979,2.748,
South Korea,KOR,1980,2.734,
South Korea,KOR,1981,2.669,
South Korea,KOR,1982,2.431,
South Korea,KOR,1983,2.102,
South Korea,KOR,1984,1.832,
South Korea,KOR,1985,1.705,
South Korea,KOR,1986,1.623,
South Korea,KOR,1987,1.571,
South Korea,KOR,1988,1.558,
South Korea,KOR,1989,1.564,
South Korea,KOR,1990,1.603,
South Korea,KOR,1991,1.702,
South Korea,KOR,1992,1.738,
South Korea,KOR,1993,1.683,
South Korea,KOR,1994,1.67,
South Korea,KOR,1995,1.646,
South Korea,KOR,1996,1.599,
South Korea,KOR,1997,1.555,
South Korea,KOR,1998,1.497,
South Korea,KOR,1999,1.469,
South Korea,KOR,2000,1.467,
South Korea,KOR,2001,1.342,
South Korea,KOR,2002,1.227,
South Korea,KOR,2003,1.199,
South Korea,KOR,2004,1.164,
South Korea,KOR,2005,1.115,
South Korea,KOR,2006,1.145,
South Korea,KOR,2007,1.215,
South Korea,KOR,2008,1.19,
South Korea,KOR,2009,1.178,
South Korea,KOR,2010,1.226,
South Korea,KOR,2011,1.258,
South Korea,KOR,2012,1.274,
South Korea,KOR,2013,1.206,
South Korea,KOR,2014,1.197,
South Korea,KOR,2015,1.202,
South Korea,KOR,2016,1.14,
South Korea,KOR,2017,1.035,
South Korea,KOR,2018,0.951,
South Korea,KOR,2019,0.881,
South Korea,KOR,2020,0.812,
South Korea,KOR,2021,0.783,
South Korea,KOR,2022,0.78,
South Korea,KOR,2023,0.72,
South Korea,KOR,2024,,0.734
South Korea,KOR,2025,,0.749
South Korea,KOR,2026,,0.762
South Korea,KOR,2027,,0.775
South Korea,KOR,2028,,0.788
South Korea,KOR,2029,,0.8
South Korea,KOR,2030,,0.815
South Korea,KOR,2031,,0.828
South Korea,KOR,2032,,0.839
South Korea,KOR,2033,,0.853
South Korea,KOR,2034,,0.864
South Korea,KOR,2035,,0.876
South Korea,KOR,2036,,0.888
South Korea,KOR,2037,,0.9
South Korea,KOR,2038,,0.91
South Korea,KOR,2039,,0.921
South Korea,KOR,2040,,0.934
South Korea,KOR,2041,,0.945
South Korea,KOR,2042,,0.954
South Korea,KOR,2043,,0.961
South Korea,KOR,2044,,0.969
South Korea,KOR,2045,,0.978
South Korea,KOR,2046,,0.988
South Korea,KOR,2047,,0.997
South Korea,KOR,2048,,1.006
South Korea,KOR,2049,,1.016
South Korea,KOR,2050,,1.026
South Korea,KOR,2051,,1.034
South Korea,KOR,2052,,1.042
South Korea,KOR,2053,,1.05
South Korea,KOR,2054,,1.055
South Korea,KOR,2055,,1.065
South Korea,KOR,2056,,1.071
South Korea,KOR,2057,,1.079
South Korea,KOR,2058,,1.088
South Korea,KOR,2059,,1.093
South Korea,KOR,2060,,1.1
South Korea,KOR,2061,,1.108
South Korea,KOR,2062,,1.113
South Korea,KOR,2063,,1.118
South Korea,KOR,2064,,1.124
South Korea,KOR,2065,,1.129
South Korea,KOR,2066,,1.138
South Korea,KOR,2067,,1.145
South Korea,KOR,2068,,1.152
South Korea,KOR,2069,,1.158
South Korea,KOR,2070,,1.163
South Korea,KOR,2071,,1.167
South Korea,KOR,2072,,1.175
South Korea,KOR,2073,,1.178
South Korea,KOR,2074,,1.186
South Korea,KOR,2075,,1.191
South Korea,KOR,2076,,1.196
South Korea,KOR,2077,,1.201
South Korea,KOR,2078,,1.205
South Korea,KOR,2079,,1.207
South Korea,KOR,2080,,1.212
South Korea,KOR,2081,,1.216
South Korea,KOR,2082,,1.221
South Korea,KOR,2083,,1.227
South Korea,KOR,2084,,1.234
South Korea,KOR,2085,,1.239
South Korea,KOR,2086,,1.244
South Korea,KOR,2087,,1.249
South Korea,KOR,2088,,1.251
South Korea,KOR,2089,,1.254
South Korea,KOR,2090,,1.259
South Korea,KOR,2091,,1.264
South Korea,KOR,2092,,1.268
South Korea,KOR,2093,,1.271
South Korea,KOR,2094,,1.276
South Korea,KOR,2095,,1.28
South Korea,KOR,2096,,1.283
South Korea,KOR,2097,,1.285
South Korea,KOR,2098,,1.287
South Korea,KOR,2099,,1.292
South Korea,KOR,2100,,1.296
United States,USA,1950,3.086,
United States,USA,1951,3.197,
United States,USA,1952,3.29,
United States,USA,1953,3.358,
United States,USA,1954,3.475,
United States,USA,1955,3.515,
United States,USA,1956,3.624,
United States,USA,1957,3.703,
United States,USA,1958,3.754,
United States,USA,1959,3.747,
United States,USA,1960,3.732,
United States,USA,1961,3.691,
United States,USA,1962,3.533,
United States,USA,1963,3.39,
United States,USA,1964,3.258,
United States,USA,1965,2.983,
United States,USA,1966,2.769,
United States,USA,1967,2.605,
United States,USA,1968,2.508,
United States,USA,1969,2.504,
United States,USA,1970,2.515,
United States,USA,1971,2.318,
United States,USA,1972,2.057,
United States,USA,1973,1.921,
United States,USA,1974,1.872,
United States,USA,1975,1.815,
United States,USA,1976,1.785,
United States,USA,1977,1.826,
United States,USA,1978,1.804,
United States,USA,1979,1.843,
United States,USA,1980,1.861,
United States,USA,1981,1.847,
United States,USA,1982,1.855,
United States,USA,1983,1.827,
United States,USA,1984,1.827,
United States,USA,1985,1.854,
United States,USA,1986,1.852,
United States,USA,1987,1.885,
United States,USA,1988,1.942,
United States,USA,1989,2.014,
United States,USA,1990,2.072,
United States,USA,1991,2.059,
United States,USA,1992,2.039,
United States,USA,1993,2.01,
United States,USA,1994,1.988,
United States,USA,1995,1.965,
United States,USA,1996,1.96,
United States,USA,1997,1.956,
United States,USA,1998,1.98,
United States,USA,1999,1.99,
United States,USA,2000,2.03,
United States,USA,2001,2.011,
United States,USA,2002,2.003,
United States,USA,2003,2.025,
United States,USA,2004,2.031,
United States,USA,2005,2.04,
United States,USA,2006,2.087,
United States,USA,2007,2.096,
United States,USA,2008,2.053,
United States,USA,2009,1.987,
United States,USA,2010,1.916,
United States,USA,2011,1.879,
United States,USA,2012,1.862,
United States,USA,2013,1.84,
United States,USA,2014,1.848,
United States,USA,2015,1.832,
United States,USA,2016,1.804,
United States,USA,2017,1.753,
United States,USA,2018,1.715,
United States,USA,2019,1.684,
United States,USA,2020,1.616,
United States,USA,2021,1.634,
United States,USA,2022,1.665,
United States,USA,2023,1.624,
United States,USA,2024,,1.622
United States,USA,2025,,1.623
United States,USA,2026,,1.625
United States,USA,2027,,1.623
United States,USA,2028,,1.625
United States,USA,2029,,1.627
United States,USA,2030,,1.629
United States,USA,2031,,1.63
United States,USA,2032,,1.631
United States,USA,2033,,1.633
United States,USA,2034,,1.631
United States,USA,2035,,1.633
United States,USA,2036,,1.635
United States,USA,2037,,1.634
United States,USA,2038,,1.636
United States,USA,2039,,1.638
United States,USA,2040,,1.639
United States,USA,2041,,1.64
United States,USA,2042,,1.639
United States,USA,2043,,1.64
United States,USA,2044,,1.64
United States,USA,2045,,1.644
United States,USA,2046,,1.643
United States,USA,2047,,1.642
United States,USA,2048,,1.642
United States,USA,2049,,1.641
United States,USA,2050,,1.643
United States,USA,2051,,1.643
United States,USA,2052,,1.642
United States,USA,2053,,1.643
United States,USA,2054,,1.642
United States,USA,2055,,1.642
United States,USA,2056,,1.642
United States,USA,2057,,1.641
United States,USA,2058,,1.64
United States,USA,2059,,1.639
United States,USA,2060,,1.64
United States,USA,2061,,1.639
United States,USA,2062,,1.638
United States,USA,2063,,1.638
United States,USA,2064,,1.638
United States,USA,2065,,1.639
United States,USA,2066,,1.639
United States,USA,2067,,1.64
United States,USA,2068,,1.641
United States,USA,2069,,1.642
United States,USA,2070,,1.643
United States,USA,2071,,1.642
United States,USA,2072,,1.642
United States,USA,2073,,1.64
United States,USA,2074,,1.641
United States,USA,2075,,1.642
United States,USA,2076,,1.643
United States,USA,2077,,1.644
United States,USA,2078,,1.646
United States,USA,2079,,1.646
United States,USA,2080,,1.645
United States,USA,2081,,1.645
United States,USA,2082,,1.645
United States,USA,2083,,1.645
United States,USA,2084,,1.645
United States,USA,2085,,1.646
United States,USA,2086,,1.647
United States,USA,2087,,1.647
United States,USA,2088,,1.647
United States,USA,2089,,1.649
United States,USA,2090,,1.65
United States,USA,2091,,1.649
United States,USA,2092,,1.65
United States,USA,2093,,1.649
United States,USA,2094,,1.649
United States,USA,2095,,1.65
United States,USA,2096,,1.649
United States,USA,2097,,1.651
United States,USA,2098,,1.649
United States,USA,2099,,1.649
United States,USA,2100,,1.647
Venezuela,VEN,1950,6.635,
Venezuela,VEN,1951,6.619,
Venezuela,VEN,1952,6.612,
Venezuela,VEN,1953,6.607,
Venezuela,VEN,1954,6.602,
Venezuela,VEN,1955,6.599,
Venezuela,VEN,1956,6.596,
Venezuela,VEN,1957,6.588,
Venezuela,VEN,1958,6.567,
Venezuela,VEN,1959,6.446,
Venezuela,VEN,1960,6.382,
Venezuela,VEN,1961,6.298,
Venezuela,VEN,1962,6.231,
Venezuela,VEN,1963,6.155,
Venezuela,VEN,1964,6.071,
Venezuela,VEN,1965,5.977,
Venezuela,VEN,1966,5.87,
Venezuela,VEN,1967,5.748,
Venezuela,VEN,1968,5.614,
Venezuela,VEN,1969,5.469,
Venezuela,VEN,1970,5.321,
Venezuela,VEN,1971,5.174,
Venezuela,VEN,1972,5.035,
Venezuela,VEN,1973,4.906,
Venezuela,VEN,1974,4.791,
Venezuela,VEN,1975,4.686,
Venezuela,VEN,1976,4.589,
Venezuela,VEN,1977,4.494,
Venezuela,VEN,1978,4.397,
Venezuela,VEN,1979,4.298,
Venezuela,VEN,1980,4.2,
Venezuela,VEN,1981,4.104,
Venezuela,VEN,1982,4.014,
Venezuela,VEN,1983,3.933,
Venezuela,VEN,1984,3.861,
Venezuela,VEN,1985,3.794,
Venezuela,VEN,1986,3.73,
Venezuela,VEN,1987,3.665,
Venezuela,VEN,1988,3.597,
Venezuela,VEN,1989,3.524,
Venezuela,VEN,1990,3.448,
Venezuela,VEN,1991,3.37,
Venezuela,VEN,1992,3.292,
Venezuela,VEN,1993,3.218,
Venezuela,VEN,1994,3.147,
Venezuela,VEN,1995,3.082,
Venezuela,VEN,1996,3.022,
Venezuela,VEN,1997,2.967,
Venezuela,VEN,1998,2.912,
Venezuela,VEN,1999,2.856,
Venezuela,VEN,2000,2.79,
Venezuela,VEN,2001,2.779,
Venezuela,VEN,2002,2.739,
Venezuela,VEN,2003,2.703,
Venezuela,VEN,2004,2.639,
Venezuela,VEN,2005,2.629,
Venezuela,VEN,2006,2.595,
Venezuela,VEN,2007,2.524,
Venezuela,VEN,2008,2.475,
Venezuela,VEN,2009,2.422,
Venezuela,VEN,2010,2.396,
Venezuela,VEN,2011,2.398,
Venezuela,VEN,2012,2.379,
Venezuela,VEN,2013,2.334,
Venezuela,VEN,2014,2.296,
Venezuela,VEN,2015,2.253,
Venezuela,VEN,2016,2.217,
Venezuela,VEN,2017,2.183,
Venezuela,VEN,2018,2.151,
Venezuela,VEN,2019,2.131,
Venezuela,VEN,2020,2.116,
Venezuela,VEN,2021,2.105,
Venezuela,VEN,2022,2.088,
Venezuela,VEN,2023,2.079,
Venezuela,VEN,2024,,2.077
Venezuela,VEN,2025,,2.06
Venezuela,VEN,2026,,2.042
Venezuela,VEN,2027,,2.028
Venezuela,VEN,2028,,2.012
Venezuela,VEN,2029,,1.998
Venezuela,VEN,2030,,1.985
Venezuela,VEN,2031,,1.978
Venezuela,VEN,2032,,1.968
Venezuela,VEN,2033,,1.956
Venezuela,VEN,2034,,1.947
Venezuela,VEN,2035,,1.938
Venezuela,VEN,2036,,1.927
Venezuela,VEN,2037,,1.919
Venezuela,VEN,2038,,1.912
Venezuela,VEN,2039,,1.906
Venezuela,VEN,2040,,1.899
Venezuela,VEN,2041,,1.891
Venezuela,VEN,2042,,1.881
Venezuela,VEN,2043,,1.872
Venezuela,VEN,2044,,1.862
Venezuela,VEN,2045,,1.856
Venezuela,VEN,2046,,1.849
Venezuela,VEN,2047,,1.843
Venezuela,VEN,2048,,1.838
Venezuela,VEN,2049,,1.832
Venezuela,VEN,2050,,1.826
Venezuela,VEN,2051,,1.823
Venezuela,VEN,2052,,1.818
Venezuela,VEN,2053,,1.814
Venezuela,VEN,2054,,1.809
Venezuela,VEN,2055,,1.807
Venezuela,VEN,2056,,1.802
Venezuela,VEN,2057,,1.798
Venezuela,VEN,2058,,1.795
Venezuela,VEN,2059,,1.791
Venezuela,VEN,2060,,1.788
Venezuela,VEN,2061,,1.784
Venezuela,VEN,2062,,1.781
Venezuela,VEN,2063,,1.779
Venezuela,VEN,2064,,1.775
Venezuela,VEN,2065,,1.772
Venezuela,VEN,2066,,1.77
Venezuela,VEN,2067,,1.769
Venezuela,VEN,2068,,1.768
Venezuela,VEN,2069,,1.766
Venezuela,VEN,2070,,1.764
Venezuela,VEN,2071,,1.76
Venezuela,VEN,2072,,1.759
Venezuela,VEN,2073,,1.756
Venezuela,VEN,2074,,1.754
Venezuela,VEN,2075,,1.752
Venezuela,VEN,2076,,1.751
Venezuela,VEN,2077,,1.747
Venezuela,VEN,2078,,1.745
Venezuela,VEN,2079,,1.743
Venezuela,VEN,2080,,1.74
Venezuela,VEN,2081,,1.739
Venezuela,VEN,2082,,1.738
Venezuela,VEN,2083,,1.735
Venezuela,VEN,2084,,1.733
Venezuela,VEN,2085,,1.736
Venezuela,VEN,2086,,1.735
Venezuela,VEN,2087,,1.733
Venezuela,VEN,2088,,1.733
Venezuela,VEN,2089,,1.732
Venezuela,VEN,2090,,1.731
Venezuela,VEN,2091,,1.731
Venezuela,VEN,2092,,1.729
Venezuela,VEN,2093,,1.727
Venezuela,VEN,2094,,1.726
Venezuela,VEN,2095,,1.724
Venezuela,VEN,2096,,1.722
Venezuela,VEN,2097,,1.722
Venezuela,VEN,2098,,1.721
Venezuela,VEN,2099,,1.721
Venezuela,VEN,2100,,1.717
World,OWID_WRL,1950,4.852,
World,OWID_WRL,1951,4.816,
World,OWID_WRL,1952,5.001,
World,OWID_WRL,1953,4.922,
World,OWID_WRL,1954,4.998,
World,OWID_WRL,1955,5.003,
World,OWID_WRL,1956,4.931,
World,OWID_WRL,1957,5.068,
World,OWID_WRL,1958,4.932,
World,OWID_WRL,1959,4.74,
World,OWID_WRL,1960,4.696,
World,OWID_WRL,1961,4.571,
World,OWID_WRL,1962,5.022,
World,OWID_WRL,1963,5.308,
World,OWID_WRL,1964,5.123,
World,OWID_WRL,1965,5.071,
World,OWID_WRL,1966,4.961,
World,OWID_WRL,1967,4.852,
World,OWID_WRL,1968,4.963,
World,OWID_WRL,1969,4.866,
World,OWID_WRL,1970,4.825,
World,OWID_WRL,1971,4.679,
World,OWID_WRL,1972,4.545,
World,OWID_WRL,1973,4.416,
World,OWID_WRL,1974,4.259,
World,OWID_WRL,1975,4.08,
World,OWID_WRL,1976,3.974,
World,OWID_WRL,1977,3.85,
World,OWID_WRL,1978,3.787,
World,OWID_WRL,1979,3.771,
World,OWID_WRL,1980,3.744,
World,OWID_WRL,1981,3.711,
World,OWID_WRL,1982,3.712,
World,OWID_WRL,1983,3.581,
World,OWID_WRL,1984,3.553,
World,OWID_WRL,1985,3.515,
World,OWID_WRL,1986,3.504,
World,OWID_WRL,1987,3.476,
World,OWID_WRL,1988,3.39,
World,OWID_WRL,1989,3.347,
World,OWID_WRL,1990,3.31,
World,OWID_WRL,1991,3.131,
World,OWID_WRL,1992,3.044,
World,OWID_WRL,1993,2.98,
World,OWID_WRL,1994,2.933,
World,OWID_WRL,1995,2.889,
World,OWID_WRL,1996,2.846,
World,OWID_WRL,1997,2.809,
World,OWID_WRL,1998,2.776,
World,OWID_WRL,1999,2.75,
World,OWID_WRL,2000,2.754,
World,OWID_WRL,2001,2.714,
World,OWID_WRL,2002,2.684,
World,OWID_WRL,2003,2.659,
World,OWID_WRL,2004,2.647,
World,OWID_WRL,2005,2.63,
World,OWID_WRL,2006,2.625,
World,OWID_WRL,2007,2.623,
World,OWID_WRL,2008,2.626,
World,OWID_WRL,2009,2.621,
World,OWID_WRL,2010,2.602,
World,OWID_WRL,2011,2.588,
World,OWID_WRL,2012,2.607,
World,OWID_WRL,2013,2.572,
World,OWID_WRL,2014,2.564,
World,OWID_WRL,2015,2.537,
World,OWID_WRL,2016,2.536,
World,OWID_WRL,2017,2.504,
World,OWID_WRL,2018,2.437,
World,OWID_WRL,2019,2.397,
World,OWID_WRL,2020,2.322,
World,OWID_WRL,2021,2.291,
World,OWID_WRL,2022,2.265,
World,OWID_WRL,2023,2.251,
World,OWID_WRL,2024,,2.248
World,OWID_WRL,2025,,2.239
World,OWID_WRL,2026,,2.23
World,OWID_WRL,2027,,2.221
World,OWID_WRL,2028,,2.213
World,OWID_WRL,2029,,2.204
World,OWID_WRL,2030,,2.196
World,OWID_WRL,2031,,2.187
World,OWID_WRL,2032,,2.178
World,OWID_WRL,2033,,2.169
World,OWID_WRL,2034,,2.161
World,OWID_WRL,2035,,2.153
World,OWID_WRL,2036,,2.146
World,OWID_WRL,2037,,2.139
World,OWID_WRL,2038,,2.134
World,OWID_WRL,2039,,2.129
World,OWID_WRL,2040,,2.127
World,OWID_WRL,2041,,2.123
World,OWID_WRL,2042,,2.121
World,OWID_WRL,2043,,2.12
World,OWID_WRL,2044,,2.118
World,OWID_WRL,2045,,2.116
World,OWID_WRL,2046,,2.113
World,OWID_WRL,2047,,2.109
World,OWID_WRL,2048,,2.106
World,OWID_WRL,2049,,2.101
World,OWID_WRL,2050,,2.097
World,OWID_WRL,2051,,2.091
World,OWID_WRL,2052,,2.085
World,OWID_WRL,2053,,2.079
World,OWID_WRL,2054,,2.072
World,OWID_WRL,2055,,2.065
World,OWID_WRL,2056,,2.058
World,OWID_WRL,2057,,2.051
World,OWID_WRL,2058,,2.044
World,OWID_WRL,2059,,2.037
World,OWID_WRL,2060,,2.03
World,OWID_WRL,2061,,2.022
World,OWID_WRL,2062,,2.016
World,OWID_WRL,2063,,2.009
World,OWID_WRL,2064,,2.002
World,OWID_WRL,2065,,1.996
World,OWID_WRL,2066,,1.99
World,OWID_WRL,2067,,1.984
World,OWID_WRL,2068,,1.978
World,OWID_WRL,2069,,1.972
World,OWID_WRL,2070,,1.967
World,OWID_WRL,2071,,1.962
World,OWID_WRL,2072,,1.957
World,OWID_WRL,2073,,1.952
World,OWID_WRL,2074,,1.947
World,OWID_WRL,2075,,1.943
World,OWID_WRL,2076,,1.939
World,OWID_WRL,2077,,1.935
World,OWID_WRL,2078,,1.93
World,OWID_WRL,2079,,1.926
World,OWID_WRL,2080,,1.922
World,OWID_WRL,2081,,1.917
World,OWID_WRL,2082,,1.914
World,OWID_WRL,2083,,1.909
World,OWID_WRL,2084,,1.905
World,OWID_WRL,2085,,1.901
World,OWID_WRL,2086,,1.896
World,OWID_WRL,2087,,1.892
World,OWID_WRL,2088,,1.888
World,OWID_WRL,2089,,1.883
World,OWID_WRL,2090,,1.879
World,OWID_WRL,2091,,1.874
World,OWID_WRL,2092,,1.87
World,OWID_WRL,2093,,1.866
World,OWID_WRL,2094,,1.861
World,OWID_WRL,2095,,1.857
World,OWID_WRL,2096,,1.853
World,OWID_WRL,2097,,1.849
World,OWID_WRL,2098,,1.845
World,OWID_WRL,2099,,1.842
World,OWID_WRL,2100,,1.838
